id,nome,nivel,sexo,tipos,movimentos,habilidade,natureza,cur_hp,stats,imagem,legendario,mitico,geracao,danos
165,ledyba,1,male,"['bug', 'flying']","['wing-attack', 'defog']",swarm,docile,40,"[40, 20, 30, 80, 40, 55]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png,False,False,generation-ii,"{'recebe_dano_duplo': ['rock', 'ice', 'fire', 'flying', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass', 'ground'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['dark', 'psychic', 'grass', 'fighting', 'bug'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'rock', 'fighting', 'fire', 'flying', 'electric'], 'causa_dano_zero': []}"
166,ledian,1,male,"['bug', 'flying']","['bug-buzz', 'drill-peck']",swarm,quirky,55,"[55, 35, 50, 110, 55, 85]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png,False,False,generation-ii,"{'recebe_dano_duplo': ['rock', 'ice', 'fire', 'flying', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass', 'ground'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['dark', 'psychic', 'grass', 'fighting', 'bug'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'rock', 'fighting', 'fire', 'flying', 'electric'], 'causa_dano_zero': []}"
167,spinarak,1,male,"['bug', 'poison']","['toxic-spikes', 'silver-wind']",sniper,docile,40,"[40, 60, 40, 40, 40, 30]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,False,False,generation-ii,"{'recebe_dano_duplo': ['psychic', 'rock', 'fire', 'ground', 'flying'], 'recebe_dano_metade': ['fairy', 'grass', 'poison', 'fighting', 'ground', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fairy', 'grass', 'dark', 'psychic'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'rock', 'fighting', 'fire', 'ground', 'flying'], 'causa_dano_zero': ['steel']}"
168,ariados,1,male,"['bug', 'poison']","['acid-armor', 'defend-order']",swarm,quirky,70,"[70, 90, 70, 70, 60, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png,False,False,generation-ii,"{'recebe_dano_duplo': ['psychic', 'rock', 'fire', 'ground', 'flying'], 'recebe_dano_metade': ['fairy', 'grass', 'poison', 'fighting', 'ground', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fairy', 'grass', 'dark', 'psychic'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'rock', 'fighting', 'fire', 'ground', 'flying'], 'causa_dano_zero': ['steel']}"
169,crobat,1,female,"['poison', 'flying']","['aerial-ace', 'cross-poison']",inner-focus,docile,85,"[85, 90, 80, 80, 70, 130]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png,False,False,generation-ii,"{'recebe_dano_duplo': ['psychic', 'rock', 'ice', 'ground', 'electric'], 'recebe_dano_metade': ['fairy', 'grass', 'poison', 'fighting', 'bug'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['fairy', 'grass', 'bug', 'fighting'], 'causa_dano_metade': ['ghost', 'steel', 'rock', 'poison', 'ground', 'electric'], 'causa_dano_zero': ['steel']}"
170,chinchou,1,male,"['water', 'electric']","['bubble', 'brine']",water-absorb,hardy,75,"[75, 38, 38, 56, 56, 67]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,False,False,generation-ii,"{'recebe_dano_duplo': ['grass', 'ground', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'ice', 'fire', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'rock', 'fire', 'ground', 'flying'], 'causa_dano_metade': ['grass', 'water', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
171,lanturn,1,male,"['water', 'electric']","['aqua-ring', 'thunder']",illuminate,docile,125,"[125, 58, 58, 76, 76, 67]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,False,False,generation-ii,"{'recebe_dano_duplo': ['grass', 'ground', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'ice', 'fire', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'rock', 'fire', 'ground', 'flying'], 'causa_dano_metade': ['grass', 'water', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
172,pichu,1,female,['electric'],"['spark', 'thunder-wave']",lightning-rod,serious,20,"[20, 40, 15, 35, 35, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,False,False,generation-ii,"{'recebe_dano_duplo': ['ground'], 'recebe_dano_metade': ['steel', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
173,cleffa,1,genderless,['fairy'],"['sweet-kiss', 'moonlight']",magic-guard,quirky,50,"[50, 25, 28, 55, 45, 15]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,False,False,generation-ii,"{'recebe_dano_duplo': ['poison', 'steel'], 'recebe_dano_metade': ['fighting', 'bug', 'dark'], 'recebe_dano_zero': ['dragon'], 'causa_dano_duplo': ['fighting', 'dragon', 'dark'], 'causa_dano_metade': ['fire', 'poison', 'steel'], 'causa_dano_zero': []}"
174,igglybuff,1,male,"['normal', 'fairy']","['minimize', 'endure']",cute-charm,docile,90,"[90, 30, 15, 20, 40, 15]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png,False,False,generation-ii,"{'recebe_dano_duplo': ['fighting', 'poison', 'steel'], 'recebe_dano_metade': ['fighting', 'bug', 'dark'], 'recebe_dano_zero': ['ghost', 'dragon'], 'causa_dano_duplo': ['fighting', 'dragon', 'dark'], 'causa_dano_metade': ['fire', 'rock', 'steel', 'poison'], 'causa_dano_zero': ['ghost']}"
175,togepi,1,female,['fairy'],"['sweet-kiss', 'sweet-kiss']",serene-grace,bashful,35,"[35, 20, 65, 65, 40, 20]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png,False,False,generation-ii,"{'recebe_dano_duplo': ['poison', 'steel'], 'recebe_dano_metade': ['fighting', 'bug', 'dark'], 'recebe_dano_zero': ['dragon'], 'causa_dano_duplo': ['fighting', 'dragon', 'dark'], 'causa_dano_metade': ['fire', 'poison', 'steel'], 'causa_dano_zero': []}"
176,togetic,1,genderless,"['fairy', 'flying']","['drill-peck', 'fly']",serene-grace,serious,55,"[55, 40, 85, 105, 80, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png,False,False,generation-ii,"{'recebe_dano_duplo': ['steel', 'rock', 'poison', 'ice', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass', 'dark'], 'recebe_dano_zero': ['ground', 'dragon'], 'causa_dano_duplo': ['dark', 'grass', 'dragon', 'fighting', 'bug'], 'causa_dano_metade': ['steel', 'rock', 'poison', 'fire', 'electric'], 'causa_dano_zero': []}"
177,natu,1,male,"['psychic', 'flying']","['future-sight', 'teleport']",early-bird,quirky,40,"[40, 50, 45, 45, 70, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png,False,False,generation-ii,"{'recebe_dano_duplo': ['ghost', 'dark', 'rock', 'ice', 'bug', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass', 'psychic'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['fighting', 'bug', 'poison', 'grass'], 'causa_dano_metade': ['rock', 'steel', 'psychic', 'electric'], 'causa_dano_zero': ['dark']}"
178,xatu,1,female,"['psychic', 'flying']","['air-cutter', 'skill-swap']",early-bird,docile,65,"[65, 75, 70, 70, 95, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png,False,False,generation-ii,"{'recebe_dano_duplo': ['ghost', 'dark', 'rock', 'ice', 'bug', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass', 'psychic'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['fighting', 'bug', 'poison', 'grass'], 'causa_dano_metade': ['rock', 'steel', 'psychic', 'electric'], 'causa_dano_zero': ['dark']}"
179,mareep,1,genderless,['electric'],"['volt-tackle', 'thunder-fang']",plus,quirky,55,"[55, 40, 40, 45, 65, 35]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png,False,False,generation-ii,"{'recebe_dano_duplo': ['ground'], 'recebe_dano_metade': ['steel', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
180,flaaffy,1,genderless,['electric'],"['thunder-punch', 'thunder']",plus,quirky,70,"[70, 55, 55, 60, 80, 45]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png,False,False,generation-ii,"{'recebe_dano_duplo': ['ground'], 'recebe_dano_metade': ['steel', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
181,ampharos,1,female,['electric'],"['charge', 'thunder-punch']",static,quirky,90,"[90, 75, 85, 90, 115, 55]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png,False,False,generation-ii,"{'recebe_dano_duplo': ['ground'], 'recebe_dano_metade': ['steel', 'flying', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'flying'], 'causa_dano_metade': ['grass', 'dragon', 'electric'], 'causa_dano_zero': ['ground']}"
182,bellossom,1,female,['grass'],"['absorb', 'mega-drain']",chlorophyll,bashful,75,"[75, 80, 95, 100, 90, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png,False,False,generation-ii,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ground', 'water', 'grass', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
183,marill,1,female,"['water', 'fairy']","['hydro-pump', 'withdraw']",thick-fat,docile,70,"[70, 20, 50, 50, 20, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png,False,False,generation-ii,"{'recebe_dano_duplo': ['grass', 'poison', 'steel', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'dark', 'fighting', 'ice', 'fire', 'bug'], 'recebe_dano_zero': ['dragon'], 'causa_dano_duplo': ['dark', 'rock', 'dragon', 'fighting', 'fire', 'ground'], 'causa_dano_metade': ['water', 'steel', 'grass', 'poison', 'dragon', 'fire'], 'causa_dano_zero': []}"
184,azumarill,1,genderless,"['water', 'fairy']","['aqua-ring', 'aqua-tail']",huge-power,bashful,100,"[100, 50, 80, 80, 60, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png,False,False,generation-ii,"{'recebe_dano_duplo': ['grass', 'poison', 'steel', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'dark', 'fighting', 'ice', 'fire', 'bug'], 'recebe_dano_zero': ['dragon'], 'causa_dano_duplo': ['dark', 'rock', 'dragon', 'fighting', 'fire', 'ground'], 'causa_dano_metade': ['water', 'steel', 'grass', 'poison', 'dragon', 'fire'], 'causa_dano_zero': []}"
185,sudowoodo,1,genderless,['rock'],"['rock-blast', 'power-gem']",sturdy,serious,70,"[70, 100, 115, 65, 30, 30]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png,False,False,generation-ii,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'fighting', 'ground'], 'recebe_dano_metade': ['fire', 'poison', 'flying', 'normal'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'bug', 'flying', 'ice'], 'causa_dano_metade': ['fighting', 'steel', 'ground'], 'causa_dano_zero': []}"
186,politoed,1,female,['water'],"['water-pulse', 'octazooka']",water-absorb,docile,90,"[90, 75, 75, 100, 90, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png,False,False,generation-ii,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
187,hoppip,1,female,"['grass', 'flying']","['chatter', 'grass-whistle']",leaf-guard,serious,35,"[35, 35, 40, 55, 35, 50]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png,False,False,generation-ii,"{'recebe_dano_duplo': ['poison', 'rock', 'ice', 'fire', 'bug', 'flying', 'electric'], 'recebe_dano_metade': ['water', 'grass', 'fighting', 'ground', 'bug', 'electric'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['water', 'grass', 'rock', 'fighting', 'ground', 'bug'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'rock', 'fire', 'bug', 'flying', 'electric'], 'causa_dano_zero': []}"
188,skiploom,1,female,"['grass', 'flying']","['chatter', 'chatter']",chlorophyll,bashful,55,"[55, 45, 50, 65, 45, 80]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png,False,False,generation-ii,"{'recebe_dano_duplo': ['poison', 'rock', 'ice', 'fire', 'bug', 'flying', 'electric'], 'recebe_dano_metade': ['water', 'grass', 'fighting', 'ground', 'bug', 'electric'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['water', 'grass', 'rock', 'fighting', 'ground', 'bug'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'rock', 'fire', 'bug', 'flying', 'electric'], 'causa_dano_zero': []}"
189,jumpluff,1,female,"['grass', 'flying']","['pluck', 'aerial-ace']",leaf-guard,bashful,75,"[75, 55, 70, 95, 55, 110]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png,False,False,generation-ii,"{'recebe_dano_duplo': ['poison', 'rock', 'ice', 'fire', 'bug', 'flying', 'electric'], 'recebe_dano_metade': ['water', 'grass', 'fighting', 'ground', 'bug', 'electric'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['water', 'grass', 'rock', 'fighting', 'ground', 'bug'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'rock', 'fire', 'bug', 'flying', 'electric'], 'causa_dano_zero': []}"
190,aipom,1,male,['normal'],"['horn-attack', 'mimic']",pickup,docile,55,"[55, 70, 55, 55, 40, 85]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png,False,False,generation-ii,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
191,sunkern,1,female,['grass'],"['grass-knot', 'razor-leaf']",chlorophyll,quirky,30,"[30, 30, 30, 30, 30, 30]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png,False,False,generation-ii,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ground', 'water', 'grass', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
192,sunflora,1,genderless,['grass'],"['leaf-blade', 'aromatherapy']",solar-power,quirky,75,"[75, 75, 55, 85, 105, 30]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png,False,False,generation-ii,"{'recebe_dano_duplo': ['poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['ground', 'water', 'grass', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['ground', 'water', 'rock'], 'causa_dano_metade': ['steel', 'grass', 'poison', 'dragon', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
193,yanma,1,genderless,"['bug', 'flying']","['drill-peck', 'heal-order']",compound-eyes,quirky,65,"[65, 65, 45, 45, 75, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png,False,False,generation-ii,"{'recebe_dano_duplo': ['rock', 'ice', 'fire', 'flying', 'electric'], 'recebe_dano_metade': ['fighting', 'bug', 'grass', 'ground'], 'recebe_dano_zero': ['ground'], 'causa_dano_duplo': ['dark', 'psychic', 'grass', 'fighting', 'bug'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'rock', 'fighting', 'fire', 'flying', 'electric'], 'causa_dano_zero': []}"
194,wooper,1,male,"['water', 'ground']","['hydro-cannon', 'magnitude']",water-absorb,bashful,55,"[55, 45, 45, 25, 25, 15]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,False,False,generation-ii,"{'recebe_dano_duplo': ['grass', 'water', 'ice', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'poison', 'rock', 'ice', 'fire'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fire', 'ground', 'electric'], 'causa_dano_metade': ['grass', 'water', 'dragon', 'bug'], 'causa_dano_zero': ['flying']}"
195,quagsire,1,male,"['water', 'ground']","['mud-shot', 'bubble']",damp,hardy,95,"[95, 85, 85, 65, 65, 35]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,False,False,generation-ii,"{'recebe_dano_duplo': ['grass', 'water', 'ice', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'poison', 'rock', 'ice', 'fire'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fire', 'ground', 'electric'], 'causa_dano_metade': ['grass', 'water', 'dragon', 'bug'], 'causa_dano_zero': ['flying']}"
196,espeon,1,male,['psychic'],"['skill-swap', 'mist-ball']",synchronize,hardy,65,"[65, 65, 60, 95, 130, 110]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png,False,False,generation-ii,"{'recebe_dano_duplo': ['ghost', 'bug', 'dark'], 'recebe_dano_metade': ['fighting', 'psychic'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fighting', 'poison'], 'causa_dano_metade': ['steel', 'psychic'], 'causa_dano_zero': ['dark']}"
197,umbreon,1,female,['dark'],"['taunt', 'assurance']",inner-focus,bashful,95,"[95, 65, 110, 130, 60, 65]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png,False,False,generation-ii,"{'recebe_dano_duplo': ['fairy', 'fighting', 'bug'], 'recebe_dano_metade': ['ghost', 'dark'], 'recebe_dano_zero': ['psychic'], 'causa_dano_duplo': ['ghost', 'psychic'], 'causa_dano_metade': ['fairy', 'fighting', 'dark'], 'causa_dano_zero': []}"
198,murkrow,1,female,"['dark', 'flying']","['brave-bird', 'aerial-ace']",super-luck,quirky,60,"[60, 85, 42, 42, 85, 91]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png,False,False,generation-ii,"{'recebe_dano_duplo': ['fairy', 'rock', 'fighting', 'ice', 'bug', 'electric'], 'recebe_dano_metade': ['ghost', 'dark', 'grass', 'fighting', 'bug'], 'recebe_dano_zero': ['ground', 'psychic'], 'causa_dano_duplo': ['ghost', 'psychic', 'grass', 'fighting', 'bug'], 'causa_dano_metade': ['steel', 'dark', 'fairy', 'rock', 'fighting', 'electric'], 'causa_dano_zero': []}"
199,slowking,1,female,"['water', 'psychic']","['healing-wish', 'water-spout']",own-tempo,docile,95,"[95, 75, 80, 110, 100, 30]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,False,False,generation-ii,"{'recebe_dano_duplo': ['ghost', 'dark', 'grass', 'bug', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'psychic', 'fighting', 'ice', 'fire'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['rock', 'poison', 'fighting', 'fire', 'ground'], 'causa_dano_metade': ['water', 'steel', 'psychic', 'grass', 'dragon'], 'causa_dano_zero': ['dark']}"
